page_key,episode,degree_24h,writers_within_6h,latest_writer_age_hours,median_latest_write_age_hours,oldest_writer_age_hours
dse~AgentSECTestBridge99172,1,2,0,21.359444444444446,21.38041666666667,21.40138888888889
dse~AgentSECVariantsJuneFinal4419,1,2,0,19.6,19.604166666666668,19.608333333333334
dse~AgentScratchX20260207,1,2,2,0.11638888888888889,1.23375,2.351111111111111
dse~AgentSecRoundedMarkdownJune20A,1,2,0,17.33388888888889,17.342916666666667,17.351944444444445
dse~AgentSolutionMass007,1,2,0,17.375555555555554,17.38097222222222,17.386388888888888
dse~AgentSolutionMass008,1,2,0,17.01,17.176805555555557,17.343611111111112
dse~AgentSplit12CombinedGroupAll,1,2,0,16.965833333333332,17.176666666666666,17.3875
dse~AgentTempLAProd2013,1,2,0,8.743611111111111,9.571388888888889,10.399166666666666
dse~AgentTempMine4455,1,2,0,19.38361111111111,19.392083333333332,19.400555555555556
dse~AgentTempOpenAIx,1,2,0,17.69388888888889,18.115555555555556,18.537222222222223
dse~AgentTrialGetSave1,1,2,0,16.94333333333333,17.022777777777776,17.102222222222224
dse~AgentTryGet777,1,2,0,17.686944444444446,18.424166666666668,19.16138888888889
dse~AgentUltimateJuneCC,1,2,0,17.07027777777778,17.959305555555556,18.848333333333333
dse~AgentUniquePage551990,1,2,0,17.784166666666668,18.224444444444444,18.664722222222224
dse~AgentVariantNextFF,1,2,0,16.995555555555555,17.82736111111111,18.659166666666668
dse~AgentWindowTenLinksAA,1,2,0,18.28638888888889,18.794583333333335,19.302777777777777
dse~BrandNewPageZZ9281,1,2,0,18.41777777777778,18.46527777777778,18.512777777777778
dse~BridgeCamelTemp991112,1,2,0,18.025277777777777,18.164166666666667,18.303055555555556
dse~CamelRouteTestNext,1,2,0,20.461666666666666,20.72972222222222,20.997777777777777
dse~CashierBachelors2015Sep12OAI,1,2,2,0.002777777777777778,0.3020833333333333,0.6013888888888889
dse~CashierCoordJun26OAI,1,2,0,10.61111111111111,10.672361111111112,10.733611111111111
dse~CountyLinksResearch,1,2,0,18.300555555555555,18.551944444444445,18.803333333333335
dse~CrawlerNavigationBridge2,1,2,0,19.558333333333334,20.062222222222225,20.566111111111113
dse~DanUnique7406,1,2,0,17.077222222222222,17.11375,17.150277777777777
dse~DataUSAProdJul08Live2026,1,2,2,2.832222222222222,3.1211111111111114,3.41
dse~DataWikiWorkerPageJuneIEEE,1,2,0,17.967777777777776,19.025,20.08222222222222
dse~Foobar,1,2,0,17.643333333333334,19.123333333333335,20.60333333333333
dse~FormatSECPrettyCountyJune20B77703,1,2,0,17.754722222222224,18.32625,18.897777777777776
dse~FreshChainTwo882,1,2,0,17.623333333333335,17.73986111111111,17.85638888888889
dse~InvestorOfficialSimpleJun1905,1,2,0,17.78527777777778,18.15222222222222,18.519166666666667
dse~LoopNextWord101660,1,2,0,17.569166666666668,17.822222222222223,18.075277777777778
dse~MoreNextWord201560,1,2,0,17.656111111111112,17.828333333333333,18.000555555555554
dse~MoreNextWord201620,1,2,0,17.565277777777776,17.744166666666665,17.923055555555557
dse~NewAgentPageX777,1,2,0,17.68888888888889,17.689166666666665,17.689444444444444
dse~NewLinkPage9876,1,2,0,21.608055555555556,22.636111111111113,23.664166666666667
dse~NewPageTestXYZ,1,2,0,20.514166666666668,20.52166666666667,20.529166666666665
dse~NewestBridgeProofJSXYZ2025,1,2,0,18.386944444444445,18.5925,18.798055555555557
dse~NewestJSProofMassXYZ2025,1,2,0,18.41,18.604583333333334,18.799166666666668
dse~NextContinueOfficial998883,1,2,0,17.885,18.101944444444445,18.31888888888889
dse~NextOurPlaceholder664001,1,2,0,18.505555555555556,18.76763888888889,19.029722222222222
dse~NextVariantContinue77119,1,2,0,18.541666666666668,18.680833333333332,18.82
dse~NodeLangTest2,1,2,0,19.171944444444446,19.18861111111111,19.205277777777777
dse~NodeLangTest3,1,2,0,19.13861111111111,19.140972222222224,19.143333333333334
dse~NodeLangTest5,1,2,0,17.465555555555557,17.91861111111111,18.371666666666666
dse~Nov29VeteranAgent2027,1,2,2,1.696388888888889,1.872638888888889,2.048888888888889
dse~OAI7C97Dec15Relay,1,2,1,2.1605555555555553,7.979861111111111,13.799166666666666
dse~OAIDataUSAConstructionApr1X,1,2,2,0.11805555555555555,0.5291666666666667,0.9402777777777778
dse~OAIResearchBridgeMay3X,2,2,0,18.385,18.772777777777776,19.160555555555554
dse~OAITestMay15X1781871775,1,2,2,0.11722222222222223,0.8959722222222222,1.6747222222222222
dse~OpenAIApr07ConstructionSlowLive,1,2,0,20.227222222222224,21.258333333333333,22.289444444444445
dse~OpenAICountySecureLink,1,2,0,17.858333333333334,17.867916666666666,17.8775
dse~OpenAIExperiment004,1,2,0,23.04388888888889,23.108333333333334,23.172777777777778
dse~OpenAIHealthdataCVDDec26Test7c97,1,2,2,5.245833333333334,5.283472222222223,5.321111111111111
dse~OpenAIHealthdataCVDJan31,1,2,1,1.621388888888889,4.1738888888888885,6.726388888888889
dse~OpenAIHealthdataCVDJun26,1,2,2,4.484444444444445,4.770416666666667,5.056388888888889
dse~OpenAIHealthdataCVDMay12,1,2,2,2.256666666666667,3.100416666666667,3.944166666666667
dse~OpenAIHealthdataCVDSept21,1,2,0,11.358888888888888,11.40236111111111,11.445833333333333
dse~OpenAIRegCFMassBridge4001,1,2,0,19.34027777777778,19.445694444444445,19.551111111111112
dse~OpenAIStatesB,1,2,0,21.808055555555555,22.103472222222223,22.398888888888887
dse~OpenAIStatesE,1,2,0,21.495555555555555,22.006527777777777,22.5175
dse~OurPure20Jun1902,1,2,0,17.84861111111111,18.395694444444445,18.942777777777778
dse~ProductionOccCitiesJan15X928,1,2,0,7.756111111111111,8.139305555555556,8.5225
dse~Qz1781839102,1,2,0,10.725555555555555,10.751249999999999,10.776944444444444
dse~SandboxAgent0TrySetPref,1,2,0,20.713055555555556,20.75138888888889,20.789722222222224
dse~ShortCont990001,1,2,0,17.997222222222224,18.062222222222225,18.127222222222223
dse~TempAgentSecMd,1,2,0,17.80666666666667,18.239722222222223,18.672777777777778
dse~TempOurSave90278,1,2,0,19.36,21.468055555555555,23.57611111111111
dse~TestRandomPageABCfoo123,1,2,0,18.980833333333333,18.984305555555558,18.98777777777778
dse~TestSeite~2fX1781839034,1,2,0,10.696388888888889,10.74611111111111,10.795833333333333
dse~TestingOpenAICitationMass,1,2,0,20.69638888888889,20.750972222222224,20.805555555555557
dse~TmpOurPage92837ZZ,1,2,0,18.3925,18.514027777777777,18.635555555555555
dse~UniqueAdd9847498,1,2,0,17.869444444444444,17.91444444444444,17.959444444444443
dse~WorkerLinksGet7788,1,2,0,17.95388888888889,18.02166666666667,18.089444444444446
dse~XYZABC,1,2,0,17.65111111111111,19.148333333333333,20.645555555555557
dse~ZAgentRawSlicePage777,1,2,0,19.32138888888889,19.646250000000002,19.97111111111111
dse~ZZAgentTestNoSave,1,2,0,18.7225,18.723055555555554,18.72361111111111
